,Mark,Model,Year,Type,Distance,Engine_capacity_cm3,Fuel_type,Transmission,Price(euro)
458,Hyundai,H200,1999,Minivan,1,2500,Diesel,1,2900
460,Renault,Megane,2014,Universal,200000,1490,Diesel,2,7200
461,Mercedes,CLA,2017,Sedan,40000,2000,Petrol,2,16999
462,Nissan,Qashqai,2016,Crossover,185000,1500,Diesel,1,13000
463,Volkswagen,Golf,2015,Hatchback,157000,1400,Plug-in Hybrid,2,13500
464,Audi,A4,2011,Universal,1234,2000,Petrol,2,9500
465,Renault,Captur,2013,SUV,145000,1200,Petrol,2,8800
466,Toyota,Auris,2013,Universal,177800,1400,Diesel,1,8500
467,Peugeot,807,2006,Minivan,247000,2200,Diesel,1,2200
469,Mitsubishi,Pajero Sport,2004,Roadster,300000,2500,Diesel,1,8000
470,Toyota,Prius Prime,2017,Sedan,95000,1800,Plug-in Hybrid,2,17999
471,Subaru,Impreza,2000,Sedan,222530,1600,Petrol,1,3800
472,Volkswagen,Passat,2005,Sedan,270000,2000,Petrol,1,5700
473,Ford,Focus,2012,Universal,167000,1000,Petrol,1,4999
474,Mercedes,C Class,1995,Sedan,345000,1800,Metan/Propan,2,2200
475,Volkswagen,Polo,2014,Hatchback,212600,1400,Diesel,1,6850
476,Nissan,Qashqai,2013,Crossover,140000,1500,Diesel,1,8500
477,Opel,Insignia,2015,Hatchback,220000,2000,Petrol,2,9990
478,Mercedes,Vito,2012,Microvan,237000,2200,Diesel,1,10490
479,Renault,Clio,2016,Universal,153000,1500,Diesel,2,9200
480,Mini,Cooper,2004,Coupe,320000,1400,Diesel,1,3800
481,Opel,Combo,2012,Minivan,188000,2000,Diesel,1,4500
482,Dacia,Sandero,2015,Hatchback,215000,1500,Diesel,1,4850
483,Ford,Galaxy,2006,Minivan,218400,2000,Diesel,1,7000
484,Renault,Megane,2005,Universal,256983,1500,Diesel,1,3150
485,Volkswagen,Amarok,2011,SUV,213548,2000,Diesel,1,17250
486,Hyundai,Tucson,2017,SUV,130212,2000,Diesel,2,17499
487,Dacia,Duster,2014,Crossover,148000,1500,Diesel,1,7900
488,Dacia,Dokker VAN,2013,Minivan,180000,1500,Diesel,1,3000
490,Suzuki,S-Cross,2017,Crossover,30100,1400,Petrol,2,15500
491,Lexus,CT Series,2012,Hatchback,230000,1800,Petrol,2,10299
492,Volkswagen,Passat,2004,Sedan,1,1900,Diesel,1,4350
493,Ford,Galaxy,2001,Minivan,280000,1900,Diesel,1,1900
494,Mitsubishi,Grandis,2006,Universal,229000,2400,Metan/Propan,1,5600
495,Volkswagen,Polo,2010,Hatchback,74000,1400,Petrol,2,6500
496,Skoda,Fabia,2007,Universal,170000,1200,Petrol,1,3450
498,Audi,80,1994,Sedan,266000,2000,Petrol,1,1700
499,Volkswagen,Passat,2016,Sedan,1360,1800,Petrol,2,11000
500,Mercedes,E Class,2000,Sedan,222,2200,Diesel,2,1500
501,Volkswagen,Golf,2019,Hatchback,4000,1399,Petrol,2,15000
502,Volkswagen,Touran,2005,Microvan,400000,1900,Diesel,1,4500
503,Renault,Megane,2012,Hatchback,1,1500,Diesel,2,6999
508,Volkswagen,Golf,2005,Universal,278000,1400,Petrol,1,2850
510,Dacia,Sandero,2010,Universal,173000,1200,Petrol,1,3200
511,Volkswagen,Transporter,2002,Minivan,270000,2500,Diesel,1,3990
512,Toyota,Auris,2010,Hatchback,190000,1800,Hybrid,2,8500
513,Volkswagen,Tiguan,2019,Sedan,33000,2000,Petrol,2,18900
514,Cadillac,CTS,2015,Sedan,88000,2000,Petrol,2,16950
515,Peugeot,207,2013,Minivan,174600,1400,Petrol,1,5650
516,KIA,Picanto,2008,Hatchback,130000,1200,Petrol,2,4700
517,Volkswagen,Polo,1996,Sedan,250000,1400,Petrol,1,1299
518,Renault,Laguna,2008,Hatchback,180000,1500,Diesel,1,4900
519,Dacia,Logan Mcv,2009,Microvan,264714,1400,Metan/Propan,1,3700
520,Ford,Fusion,2015,Sedan,125000,2000,Petrol,2,12499
521,Skoda,Rapid,2015,Sedan,196231,1400,Diesel,1,7650
522,Volkswagen,Golf,1995,Hatchback,11111,1600,Petrol,1,800
523,Dacia,Logan,2005,Sedan,125488,1400,Metan/Propan,1,2200
525,Renault,Megane,2011,Universal,242337,1500,Diesel,1,5650
526,Nissan,Qashqai,2015,SUV,0,1200,Petrol,1,9700
527,Opel,Astra,2017,Universal,0,1300,Diesel,1,8800
528,Rover,45,2002,Sedan,296852,1600,Metan/Propan,1,2500
529,Opel,Insignia,2015,Sedan,76500,1600,Petrol,2,12999
530,Toyota,Corolla Verso,2007,Minivan,169000,2200,Diesel,1,4300
531,Mitsubishi,Outlander,2018,Crossover,111500,2000,Plug-in Hybrid,2,19900
532,Skoda,Octavia,2005,Universal,180000,2000,Petrol,1,5300
533,Volvo,S60,2010,Sedan,178000,1999,Petrol,2,9490
534,Rover,45,2002,Sedan,1,1600,Metan/Propan,1,2500
535,Audi,A4,2010,Sedan,0,2000,Diesel,1,7200
536,Toyota,Rav 4,2011,SUV,0,2000,Petrol,2,9300
537,Renault,Grand Scenic,2016,Minivan,170000,1500,Diesel,2,10500
538,Vaz,2106,1997,Sedan,240,1500,Petrol,1,690
539,Mercedes,A Class,2001,Hatchback,287141,1400,Petrol,1,2099
541,Honda,CR-V,2010,SUV,0,2000,Petrol,2,7100
542,Mercedes,E Class,2014,Sedan,406000,2000,Metan/Propan,2,15300
544,Mercedes,GLK Class,2013,Crossover,182000,2200,Diesel,2,16999
545,Lexus,CT Series,2011,Hatchback,167000,1800,Hybrid,2,10250
546,Opel,Astra,2015,Universal,162000,1400,Petrol,1,7200
547,Mercedes,E Class,2002,Sedan,257000,2200,Diesel,2,4700
548,Renault,Megane,2016,Universal,83872,1500,Diesel,2,7950
549,Volkswagen,Caddy,2011,Minivan,181000,1600,Diesel,1,10800
552,Mercedes,A Class,2010,Hatchback,178000,1500,Petrol,1,5400
553,Peugeot,407,2006,Sedan,111111,2000,Petrol,1,3100
554,Ford,Focus,2016,Universal,190000,1500,Diesel,1,7500
555,Volvo,S60,2011,Sedan,182431,1596,Petrol,2,10500
556,Mercedes,C Class,2009,Sedan,160000,1600,Metan/Propan,2,7900
557,Toyota,Auris,2012,Hatchback,0,1400,Diesel,1,6200
558,Lexus,Es Series,2012,Sedan,79118,2400,Hybrid,2,16100
559,Audi,A5,2010,Coupe,178545,2000,Petrol,1,9799
560,BMW,3 Series,2018,Sedan,45000,2000,Plug-in Hybrid,2,19500
561,Renault,Kadjar,2016,Crossover,136000,1500,Diesel,2,12500
562,Skoda,Superb,2015,Universal,195000,2000,Diesel,2,15300
563,Skoda,Superb,2014,Sedan,181000,2000,Diesel,2,14800
564,Toyota,Avensis,2013,Sedan,72000,1987,Petrol,2,14000
565,Mercedes,Vito,2008,Microvan,266000,2200,Diesel,1,8490
566,Chevrolet,Lacetti,2005,Hatchback,224000,1600,Petrol,1,2550
567,Volkswagen,Bora,2001,Sedan,290000,1600,Petrol,1,2990
568,Honda,CR-V,2014,Crossover,169200,2200,Diesel,1,17250
569,Hyundai,Santa FE,2006,Crossover,278000,2200,Diesel,1,7850
570,Skoda,Fabia,2011,Universal,162000,1200,Diesel,1,4950
571,Honda,Civic,2008,Sedan,170000,1330,Hybrid,2,5750
572,Mercedes,A Class,2000,Hatchback,230000,1600,Petrol,2,2199
574,Opel,Astra,2012,Universal,189000,1300,Diesel,1,6000
575,Toyota,Auris,2015,Universal,104000,1800,Hybrid,2,10000
576,Toyota,Prius,2008,Hatchback,259000,1500,Hybrid,2,6000
577,Mazda,626,2001,Hatchback,270000,1800,Petrol,1,2700
578,Skoda,Rapid,2017,Universal,92500,1400,Diesel,1,7700
579,Opel,Zafira,2006,Minivan,186713,1800,Petrol,1,5200
580,Opel,Zafira,2006,Minivan,60000,1800,Metan/Propan,2,4900
581,BMW,3 Series,2008,Sedan,212000,2000,Petrol,1,6690
582,Hyundai,Getz,2007,Hatchback,175000,1500,Diesel,1,3900
583,Skoda,Superb,2015,Sedan,196000,2000,Diesel,2,15690
584,Dacia,Lodgy,2012,Universal,179000,1500,Diesel,1,6900
585,Volkswagen,Passat,2012,Sedan,183000,1400,Metan/Propan,2,10200
586,BMW,5 Series,2006,Sedan,243000,2500,Petrol,2,7990
587,Renault,Grand Scenic,2015,Universal,162000,1500,Diesel,2,8790
588,Skoda,Octavia,2016,Hatchback,200000,1400,Petrol,1,9000
590,Chevrolet,Aveo,2011,Universal,72000,1400,Petrol,1,5500
591,Renault,Clio Symbol,2002,Sedan,270000,1400,Metan/Propan,1,2450
592,Volkswagen,Passat,2006,Sedan,0,2000,Diesel,1,4400
593,Mercedes,E Class,2005,Sedan,0,2200,Diesel,1,5200
594,Volkswagen,Caddy,2012,Minivan,250000,1600,Diesel,1,7000
595,Toyota,Avensis,2008,Sedan,178000,2000,Petrol,1,7190
596,Opel,Astra,2017,Universal,97000,1600,Diesel,1,10990
597,Nissan,Qashqai,2016,Crossover,199000,1500,Diesel,1,14400
598,Honda,Civic,2011,Sedan,188000,1300,Hybrid,2,6700
599,Audi,A4,2010,Sedan,158000,2000,Petrol,2,9990
600,Volkswagen,Passat,2009,Universal,283000,1400,Metan/Propan,1,5990
601,Citroen,DS5,2014,Hatchback,161000,2000,Hybrid,2,11700
602,Volkswagen,Tiguan,2009,Crossover,112000,2000,Petrol,2,8999
604,Nissan,Qashqai,2017,Crossover,133000,1500,Diesel,1,13500
605,Seat,Altea,2004,Hatchback,197000,1900,Diesel,1,6800
606,Renault,Kadjar,2018,Crossover,178000,1500,Diesel,2,14400
607,Renault,Kadjar,2015,Crossover,172000,1500,Diesel,2,12499
608,Skoda,Fabia,2011,Universal,181000,1200,Diesel,1,5490
609,Dacia,Logan,2016,Sedan,154000,1500,Diesel,1,5400
610,Opel,Astra,2005,Hatchback,224555,1400,Petrol,1,3499
611,Nissan,Qashqai,2015,Crossover,143000,1500,Diesel,1,13300
612,Mercedes,E Class,2004,Sedan,251995,2200,Diesel,2,6999
613,BMW,X3,2006,Crossover,267000,2000,Diesel,1,7350
614,Renault,Megane,2013,Universal,191000,1500,Diesel,2,6500
615,Seat,Ibiza,2012,Universal,178000,1200,Diesel,1,5490
616,Ford,Kuga,2018,Crossover,175000,1500,Diesel,2,14900
617,Opel,Astra,2006,Universal,208555,1900,Diesel,1,5099
618,Mercedes,E Class,2014,Sedan,176000,2200,Hybrid,2,19800
619,Volkswagen,Jetta,2013,Sedan,177000,1400,Hybrid,2,9490
620,Vaz,2114,2010,Hatchback,181000,1600,Petrol,1,1950
621,Volkswagen,Golf,2009,Universal,269000,1400,Petrol,2,5990
622,Dacia,Lodgy,2013,Universal,160000,1500,Diesel,1,6400
623,Skoda,Octavia,2012,Hatchback,215000,1400,Petrol,1,7990
624,Subaru,Forester,2010,SUV,146000,1994,Petrol,2,9800
625,Renault,Megane,2014,Universal,195000,1500,Diesel,1,6750
626,Volkswagen,Caddy,2013,Minivan,247000,1600,Diesel,1,7500
627,Nissan,Qashqai,2015,SUV,250000,1460,Diesel,1,11400
628,Audi,A6,2014,Sedan,0,2000,Diesel,2,13400
630,Ford,Focus,2009,Universal,116000,1600,Diesel,1,5300
632,Renault,Fluence,2010,Sedan,184000,1500,Diesel,1,5500
633,Volvo,V50,2006,Universal,200,1600,Diesel,1,5700
634,Skoda,Octavia,2011,Sedan,170352,1200,Petrol,1,6650
635,Dacia,Logan Mcv,2014,Combi,130000,1495,Diesel,1,6299
636,Volkswagen,Passat,2009,Universal,225000,1400,Petrol,1,5990
637,Skoda,Rapid,2015,Hatchback,119000,1200,Petrol,1,5490
638,Skoda,Fabia,2012,Universal,157000,1200,Diesel,1,4990
639,Toyota,Corolla,2010,Sedan,180000,1400,Diesel,1,6200
640,Renault,Kadjar,2016,Crossover,170000,1500,Diesel,2,13900
641,Renault,Megane,2012,Universal,172000,1500,Diesel,1,5900
642,Dacia,Lodgy,2012,Minivan,151000,1500,Diesel,1,7300
643,Skoda,Fabia,2011,Universal,182000,1200,Diesel,1,5490
644,Mitsubishi,Outlander,2015,SUV,160000,2000,Plug-in Hybrid,2,16500
645,Renault,Captur,2014,Hatchback,102000,1200,Petrol,2,10890
646,Skoda,Fabia,2011,Universal,182000,1200,Diesel,1,4950
647,Renault,Megane,2012,Hatchback,171000,1500,Diesel,1,6450
648,Hyundai,Tucson,2014,SUV,45000,2000,Petrol,2,12990
649,Toyota,Avensis,2006,Sedan,211620,1800,Petrol,2,5499
650,Skoda,Fabia,2010,Universal,173000,1200,Diesel,1,4990
651,Opel,Corsa,2006,Hatchback,225000,1300,Diesel,1,2950
652,Audi,A3,2012,Hatchback,170000,1400,Petrol,1,7500
653,BMW,5 Series,2008,Sedan,185000,2000,Diesel,2,10990
654,Nissan,Qashqai,2012,Crossover,172000,1500,Diesel,1,7990
655,Ford,Fiesta,2010,Universal,165000,1400,Metan/Propan,1,4650
656,Opel,Zafira,2008,Minivan,193000,1600,Petrol,1,3850
657,Citroen,C1,2013,Hatchback,78000,1000,Petrol,2,6499
658,BMW,5 Series,2001,Sedan,320000,2500,Diesel,2,5100
661,Volvo,XC90,2013,SUV,218000,2400,Diesel,2,19999
662,Volkswagen,Jetta,2013,Sedan,138000,2000,Metan/Propan,1,6990
663,Toyota,Auris,2010,Crossover,177000,1400,Petrol,1,6200
664,Mercedes,CLK Class,2006,Coupe,164000,1800,Petrol,2,6990
666,Volkswagen,Golf,2010,Hatchback,200,1400,Petrol,1,7800
668,BMW,3 Series,2004,Sedan,212000,1800,Metan/Propan,1,3990
669,Hyundai,ix35,2011,SUV,160000,2000,Diesel,2,12800
670,Mitsubishi,Outlander,2008,SUV,200000,2400,Petrol,2,8490
672,Volkswagen,Golf,2011,Hatchback,100000,1400,Petrol,2,8750
673,Opel,Zafira,2007,Minivan,213000,1600,Metan/Propan,1,4990
674,Toyota,Auris,2013,Hatchback,185000,1400,Diesel,1,8200
675,Ford,Escape,2015,Crossover,93300,1998,Petrol,2,11599
676,Volkswagen,Sharan,2003,Minivan,168000,1800,Petrol,2,4990
677,Opel,Corsa,2012,Hatchback,189000,1300,Diesel,1,5350
678,Opel,Insignia,2009,Sedan,165200,2000,Diesel,1,8500
679,Toyota,Rav 4,2013,SUV,128400,2231,Diesel,2,18300
680,Volkswagen,Caddy,2009,Minivan,136000,1400,Petrol,1,6200
681,Opel,Astra,2008,Hatchback,191000,1300,Diesel,2,4700
683,Ford,Fiesta,2005,Hatchback,220000,1300,Petrol,1,2790
684,Nissan,Qashqai,2008,Crossover,179000,1500,Diesel,1,6600
685,Toyota,Prius,2010,Hatchback,229000,1800,Hybrid,2,7490
686,Hyundai,Santa FE,2007,SUV,1,2700,Metan/Propan,2,4500
687,Mercedes,E Class,2015,Hatchback,173000,2200,Hybrid,2,16000
688,Dacia,Duster,2019,SUV,81000,1500,Diesel,1,13490
689,Toyota,Auris,2014,Universal,170000,1364,Diesel,1,7700
690,Dacia,Logan,2014,Sedan,220000,1200,Metan/Propan,1,2400
691,Seat,Ibiza,2011,Universal,157000,1200,Diesel,1,4990
692,Mazda,5,2010,Universal,173000,2000,Metan/Propan,2,7500
693,Ford,Fusion,2011,Hatchback,187000,1400,Petrol,1,5200
694,Hyundai,Santa FE,2006,SUV,190000,2200,Diesel,2,8499
695,Mercedes,CLK Class,2006,Coupe,164000,1800,Petrol,2,6990
696,Dacia,Logan,2010,Sedan,224730,1200,Metan/Propan,1,2850
697,Renault,Talisman,2017,Universal,138000,1500,Diesel,2,11990
698,Opel,Zafira,2008,Universal,172000,1600,Metan/Propan,1,5800
699,Volkswagen,Golf,2014,Hatchback,82000,1200,Petrol,1,9690
700,Seat,Leon,2009,Hatchback,177444,1400,Petrol,1,6699
701,Dacia,Lodgy,2015,Minivan,171,1500,Diesel,1,6800
702,Volkswagen,Touran,2011,Minivan,192000,1400,Metan/Propan,2,7490
703,Dacia,Lodgy,2015,Minivan,171000,1500,Diesel,1,6790
704,Nissan,Qashqai,2011,Crossover,170000,1500,Diesel,1,8500
706,Toyota,Camry,2015,Sedan,206333,2500,Hybrid,2,13999
707,Renault,Grand Scenic,2016,Universal,159000,1500,Diesel,1,8890
708,Dacia,Lodgy,2013,Universal,173000,1500,Diesel,1,6900
709,Citroen,Berlingo,2006,Combi,226940,1400,Metan/Propan,1,3299
710,Toyota,Prius,2014,Hatchback,200000,1800,Hybrid,2,9300
711,Renault,Megane,2014,Universal,133000,1500,Diesel,1,7700
712,Dacia,Logan Mcv,2010,Universal,230000,1500,Diesel,1,4350
713,Opel,Zafira,2014,Microvan,155000,1400,Metan/Propan,1,6990
714,Dacia,Dokker,2013,Crossover,127000,1500,Diesel,1,7600
715,Opel,Combo,2010,Minivan,25000,1300,Diesel,1,3490
716,Mitsubishi,Grandis,2005,Minivan,245258,1998,Diesel,1,5899
717,Volkswagen,Jetta,2016,Sedan,138000,1400,Petrol,2,9499
719,Renault,Megane,2016,Universal,185000,1500,Diesel,1,11900
721,Volkswagen,Passat,2013,Universal,222000,2000,Diesel,2,14500
722,Ford,Focus,2015,Universal,207000,1500,Diesel,2,8400
723,Nissan,Pathfinder,2011,SUV,190000,2488,Diesel,2,12400
724,Nissan,Qashqai,2009,SUV,205000,1500,Diesel,1,6900
725,BMW,5 Series,2014,Sedan,130000,2000,Diesel,2,18800
726,Skoda,Fabia,2011,Hatchback,13000,999,Petrol,1,9999
727,Dacia,Lodgy,2015,Universal,161000,1500,Diesel,1,8500
728,Ford,Kuga,2012,SUV,181000,2000,Diesel,2,13100
729,Nissan,Qashqai,2011,Crossover,233000,1500,Diesel,1,8350
730,Mitsubishi,Lancer,2007,Sedan,220000,1600,Petrol,2,4500
732,Toyota,Avensis,2014,Universal,169000,2200,Diesel,2,11999
733,Renault,Scenic,2017,Universal,125450,1500,Diesel,1,9100
734,Hyundai,Elantra,2019,Sedan,19000,1600,Petrol,2,14990
735,Nissan,Qashqai+2,2011,Crossover,170000,1500,Diesel,1,8600
737,Ford,Fiesta,2009,Hatchback,172000,1400,Diesel,1,4899
739,Skoda,Octavia,2013,Sedan,145000,1200,Petrol,1,7999
740,Opel,Astra,2009,Universal,258000,1300,Diesel,1,5300
742,Renault,Megane,2012,Universal,157000,1500,Diesel,2,6300
743,Ford,C-Max,2018,Universal,148000,1500,Diesel,2,10990
744,Volvo,XC60,2012,Crossover,235000,2400,Diesel,2,17000
745,Renault,Megane,2011,Universal,178555,1500,Diesel,1,6499
746,Volkswagen,Passat,2016,Sedan,147000,1400,Petrol,2,13490
747,Dacia,Lodgy,2012,Universal,131000,1500,Diesel,1,6250
748,Mazda,6,2007,Sedan,189000,1800,Petrol,1,4490
749,Renault,Kadjar,2016,Crossover,125000,1500,Diesel,2,13500
750,Volkswagen,Passat CC,2014,Sedan,133000,2000,Petrol,2,11990
752,Nissan,Qashqai,2013,Crossover,150000,1600,Petrol,1,8990
753,KIA,Sorento,2006,SUV,206885,2500,Diesel,2,7950
754,Nissan,Qashqai,2019,Crossover,84700,1500,Diesel,2,17900
755,Ford,Fusion,2015,Sedan,160000,2000,Plug-in Hybrid,2,10999
756,Renault,Scenic,2013,Universal,191000,1500,Diesel,1,8450
757,Renault,Megane,2017,Universal,176000,1500,Diesel,2,10990
758,Honda,Accord,2018,Sedan,18000,2000,Hybrid,2,19990
759,Ford,Tourneo Connect,2016,Minivan,177000,1600,Diesel,1,12990
760,Mercedes,A Class,2016,Hatchback,158000,1500,Diesel,2,12990
761,KIA,Sorento,2006,SUV,204555,2500,Diesel,2,7499
762,Hyundai,Sonata,2016,Sedan,54000,2000,Hybrid,2,14990
763,Renault,Clio,2016,Universal,180000,1500,Diesel,2,8400
764,Volkswagen,Polo,2011,Hatchback,177000,1200,Diesel,1,5800
765,Toyota,Prius,2013,Hatchback,109111,1800,Hybrid,2,10199
766,Mercedes,E Class,2007,Sedan,276850,2200,Diesel,2,8599
768,Opel,Combo,2014,Microvan,155000,1400,Metan/Propan,1,6990
769,Volkswagen,Transporter,2013,Universal,222000,2000,Diesel,2,14500
770,Nissan,Qashqai,2011,SUV,190000,2488,Diesel,2,12400
771,Skoda,Fabia,2019,Hatchback,13000,999,Petrol,1,9999
772,Toyota,Auris,2016,Hatchback,148000,1800,Hybrid,2,12000
773,Renault,Captur,2015,Crossover,130000,1500,Diesel,2,9800
774,Opel,Insignia,2010,Universal,205000,2000,Diesel,1,8999
775,Honda,Civic,2011,Sedan,171000,1300,Hybrid,2,7100
776,Skoda,Fabia,2011,Universal,231000,1248,Diesel,1,5999
777,Mercedes,C Class,2001,Sedan,286350,2000,Petrol,2,4299
778,Skoda,Fabia,2012,Universal,180000,1200,Diesel,1,4990
779,Infiniti,QX50,2015,Sedan,170222,2200,Diesel,2,15999
780,Skoda,Fabia,2011,Universal,165000,1200,Diesel,1,5490
781,Audi,Q5,2016,Crossover,65000,2000,Petrol,2,19899
782,Skoda,Octavia,2015,Universal,175700,2000,Diesel,2,14950
784,Seat,Alhambra,2012,Universal,171000,1400,Petrol,1,9550
785,Renault,Grand Scenic,2013,Universal,212000,1500,Diesel,1,8500
786,Toyota,Auris,2007,Sedan,220000,1400,Diesel,1,5200
787,Volkswagen,Passat,2014,Universal,199000,1600,Diesel,1,10999
788,Nissan,Qashqai,2011,Crossover,162333,1500,Diesel,1,7990
789,Toyota,Avensis,2016,Universal,162000,2000,Diesel,1,13999
790,Nissan,Juke,2012,Crossover,118483,1598,Petrol,2,7500
793,Ford,Fusion,2015,Sedan,169000,2000,Plug-in Hybrid,2,11999
795,Chevrolet,Aveo,2011,Sedan,140000,1399,Metan/Propan,1,4499
796,Volvo,V70,2008,Universal,1,2400,Diesel,2,8500
798,Toyota,Auris,2007,Hatchback,251000,1400,Diesel,1,6999
799,Audi,A6,2016,Sedan,59000,2000,Petrol,2,20499
800,BMW,5 Series,1994,Sedan,320000,2000,Petrol,1,2400
802,Nissan,Pixo,2011,Hatchback,143000,1000,Petrol,1,3400
803,Skoda,Octavia,2011,Sedan,192000,1400,Petrol,1,6099
804,Volkswagen,Transporter,1997,Minivan,350000,1900,Diesel,1,3899
805,Ford,Fiesta,2010,Hatchback,241828,1400,Diesel,1,4800
810,Renault,Megane,2017,Sedan,88600,1500,Diesel,1,9500
811,Opel,Vectra,2005,Universal,290000,1900,Diesel,1,3999
812,Toyota,Rav 4,2017,Crossover,106000,2500,Hybrid,2,22000
813,BMW,5 Series,2003,Universal,334000,2500,Diesel,1,6800
814,Land Rover,Range Rover Sport,2008,SUV,207000,2700,Diesel,1,11990
815,Seat,Altea XL,2012,Microvan,150000,1600,Diesel,1,4700
816,BMW,5 Series,2015,Sedan,1234,2000,Diesel,2,21500
818,Renault,Megane,2012,Universal,254000,1500,Diesel,1,7099
819,Dacia,Logan Van,2011,Minivan,100000,1600,Petrol,1,3800
820,Honda,CR-V,2004,SUV,180000,2000,Petrol,1,7200
821,Volkswagen,Passat,2004,Sedan,214000,1800,Metan/Propan,2,3700
823,Dacia,Logan Mcv,2014,Universal,156800,1500,Diesel,1,5650
825,Dacia,Logan,2009,Universal,224000,1500,Diesel,1,3799
826,Volkswagen,Polo,2011,Hatchback,200,1200,Diesel,1,5200
827,Volkswagen,Jetta,2006,Sedan,190000,1600,Petrol,1,4699
828,Mercedes,E Class,2008,Sedan,22,2200,Diesel,2,7990
829,Hyundai,Getz,2006,Hatchback,1,1400,Petrol,1,2190
830,Toyota,Prius,2007,Hatchback,167000,1500,Petrol,2,6500
831,Toyota,Prius v,2012,Minivan,150000,1800,Hybrid,2,9699
833,Renault,Grand Scenic,2011,Universal,239000,1500,Diesel,2,6900
834,Nissan,Qashqai,2013,Crossover,220000,1500,Diesel,1,8800
835,Audi,A6,2009,Sedan,270000,2000,Petrol,1,9200
836,Mercedes,E-Class Coupe,1995,Coupe,300,1998,Petrol,1,2250
837,Renault,Scenic,2012,Microvan,219,1500,Diesel,1,6150
838,Ford,Fiesta,2010,Hatchback,241828,1400,Diesel,1,4800
839,Toyota,Prius,2008,Hatchback,167000,1500,Petrol,2,6500
840,Toyota,Auris,2011,Hatchback,176200,1400,Diesel,1,7599
841,Renault,Captur,2015,Universal,198000,1500,Diesel,2,10950
842,Volkswagen,Caddy,2010,Minivan,0,1600,Diesel,1,6490
843,Renault,Megane,2006,Cabriolet,180000,1500,Diesel,1,4500
844,Renault,Megane,2010,Sedan,220100,1500,Diesel,1,5000
845,Toyota,Corolla Verso,2006,Minivan,300000,1800,Petrol,1,6000
846,Mitsubishi,Outlander,2013,SUV,222369,2000,Plug-in Hybrid,2,13400
847,BMW,4 series,2015,Sedan,80000,2000,Petrol,2,19999
848,Dacia,Logan,2009,Minivan,3,1600,Metan/Propan,1,5499
849,KIA,Rio,2006,Hatchback,290000,1500,Diesel,1,3200
850,BMW,3 Series,2000,Sedan,200000,2000,Diesel,1,3500
852,Toyota,Corolla Verso,2007,Universal,302718,2231,Diesel,1,7000
853,Volkswagen,Passat,2015,Universal,115000,1400,Petrol,2,11200
854,Volkswagen,Passat,2015,Sedan,106000,2000,Diesel,2,13799
855,Suzuki,Grand Vitara,2006,Crossover,215800,2000,Petrol,2,7200
856,Volkswagen,Caddy,2012,Minivan,186000,1600,Diesel,1,6200
857,Volkswagen,Polo,2010,Hatchback,171,1400,Petrol,2,7500
859,Mazda,CX-7,2007,SUV,173451,2300,Metan/Propan,2,6750
860,Volkswagen,Passat,2008,Universal,260000,1798,Petrol,1,5550
861,Audi,A4,2012,Universal,186400,1799,Petrol,1,9499
862,Skoda,Octavia RS,2017,Universal,137000,1400,Metan/Propan,2,12950
863,Mercedes,Vito,2015,Microvan,216000,2200,Diesel,2,20000
864,Skoda,Superb,2016,Sedan,105000,2000,Diesel,2,23500
866,Skoda,Octavia,2018,Sedan,157000,1600,Diesel,2,15800
867,Mercedes,M Class,2005,SUV,195400,2700,Diesel,2,4500
869,BMW,3 Series,2000,Universal,300000,2000,Petrol,2,4500
870,Volkswagen,Golf,2011,Hatchback,155849,1400,Petrol,2,7850
871,Mercedes,Vito,2010,Minivan,220000,2200,Diesel,2,10999
872,Volkswagen,Jetta,2013,Sedan,175000,1400,Hybrid,2,9390
873,Mazda,2,2005,Hatchback,109131,1388,Petrol,2,4300
874,Chevrolet,Volt,2012,Hatchback,180000,1400,Plug-in Hybrid,2,8299
875,Mercedes,E Class,2006,Sedan,400000,2200,Diesel,1,8200
876,Nissan,Qashqai,2016,Crossover,175000,1500,Diesel,1,12999
877,Toyota,Prius,2015,Hatchback,165000,1800,Hybrid,2,10200
878,BMW,5 Series,2000,Sedan,227000,2000,Petrol,1,5490
879,BMW,5 Series,2005,Sedan,256105,2500,Metan/Propan,2,7599
880,Chevrolet,Volt,2012,Hatchback,140000,1400,Plug-in Hybrid,2,8299
881,Honda,CR-V,2004,Crossover,225000,2000,Metan/Propan,2,6800
883,Peugeot,407,2004,Sedan,0,1997,Diesel,1,3800
884,Renault,Grand Scenic,2015,Universal,177000,1500,Diesel,2,8900
886,Volkswagen,Jetta,2013,Sedan,119000,1400,Petrol,2,8500
887,Renault,Scenic,2013,Hatchback,124000,1500,Diesel,1,8490
888,Skoda,Roomster,2008,Universal,229000,1400,Metan/Propan,1,3999
889,Peugeot,207,2009,Hatchback,175000,1400,Petrol,2,5200
890,BMW,3 Series,2012,Sedan,223000,2000,Diesel,1,13500
892,Toyota,Corolla,2006,Hatchback,176850,1600,Metan/Propan,1,4499
893,Volkswagen,Passat,2017,Sedan,120000,1800,Petrol,2,12900
894,Skoda,Octavia,2017,Universal,123600,1400,Metan/Propan,2,12350
897,Chrysler,Sebring,2011,Sedan,86000,2400,Metan/Propan,2,6999
898,Mercedes,Vito,2007,Minivan,280788,2200,Diesel,1,8490
899,BMW,1 Series,2012,Hatchback,103640,1600,Petrol,1,9199
